="Table 2: Bai's Estimate"

="",="(1)"
="",="Bai"

="__00000C",="0.675"
="",="(1.52)"

="LINCOMEP",="0.133"
="",="(1.70)"

="LRPMG",="-0.215***"
="",="(-7.08)"

="LCARPCAP",="-0.579***"
="",="(-17.56)"

="Observations",="342"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
