="Table 4: Question 4 MG Esimator"

="",="(1)"
="",="MG"

="LINCOMEP",="0.350**"
="",="(2.83)"

="LRPMG",="-0.277***"
="",="(-5.94)"

="LCARPCAP",="-0.432***"
="",="(-7.64)"

="Constant",="2.193***"
="",="(3.88)"

="Observations",="342"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
